0.080 0.839 0.177 0.668   -1.0
0.658 0.477 0.172 0.206   -1.0
0.007 0.367 0.470 0.123   -1.0
0.588 0.320 0.031 0.500   -1.0
0.382 0.176 0.317 0.957   -1.0
0.762 0.839 0.113 0.162   -1.0
0.396 0.242 0.031 0.573   -1.0
0.197 0.231 0.387 0.369   -1.0
0.486 0.376 0.804 0.957   1.0
0.299 0.545 0.819 0.330   -1.0
0.505 0.712 0.221 0.822   1.0
0.245 0.584 0.508 0.358   -1.0
0.700 0.754 0.988 0.731   1.0
0.899 0.928 0.558 0.286   1.0
0.995 0.772 0.673 0.800   1.0
0.172 0.098 0.274 0.991   -1.0
0.318 0.496 0.139 0.539   -1.0
0.808 0.784 0.901 0.317   1.0
0.647 0.017 0.896 0.636   1.0
0.224 0.535 0.677 0.782   1.0
0.974 0.777 0.593 0.647   1.0
0.322 0.819 0.675 0.596   1.0
0.103 0.914 0.306 0.243   -1.0
0.623 0.051 0.237 0.524   -1.0
0.379 0.172 0.385 0.275   -1.0
0.133 0.499 0.342 0.810   -1.0
0.163 0.783 0.058 0.756   -1.0
0.636 0.078 0.249 0.311   -1.0
0.058 0.414 0.587 0.364   -1.0
0.040 0.987 0.708 0.277   1.0
0.076 0.656 0.684 0.460   -1.0
0.491 0.594 0.430 0.833   1.0
0.711 0.996 0.187 0.769   1.0
0.617 0.405 0.830 0.866   1.0
0.503 0.924 0.130 0.090   -1.0
0.787 0.130 0.276 0.494   -1.0
0.788 0.570 0.064 0.471   -1.0
0.995 0.962 0.624 0.425   1.0
0.027 0.136 0.792 0.214   -1.0
0.544 0.831 0.310 0.373   1.0
0.026 0.876 0.621 0.156   1.0*
0.909 0.943 0.097 0.185   1.0
0.504 0.973 0.007 0.568   1.0
0.037 0.563 0.406 0.661   1.0*
0.201 0.689 0.124 0.993   1.0
0.030 0.536 0.734 0.340   -1.0
0.431 0.366 0.786 0.052   -1.0
0.752 0.961 0.465 0.849   1.0
0.902 0.354 0.119 0.909   1.0
0.563 0.947 0.485 0.969   1.0
0.473 0.170 0.296 0.598   -1.0
0.199 0.628 0.699 0.933   -1.0*
0.609 0.364 0.334 0.395   -1.0
0.856 0.147 0.378 0.321   1.0*
0.524 0.224 0.350 0.643   -1.0
0.272 0.206 0.080 0.757   -1.0
0.688 0.230 0.344 0.984   1.0
0.507 0.183 0.456 0.206   -1.0
0.423 0.815 0.481 0.757   1.0
0.898 0.613 0.357 0.275   1.0
0.354 0.800 0.158 0.704   1.0
0.291 0.975 0.649 0.371   1.0
0.823 0.059 0.962 0.167   1.0
0.790 0.674 0.226 0.246   -1.0
0.343 0.669 0.696 0.824   1.0
0.906 0.722 0.039 0.264   1.0*
0.973 0.618 0.797 0.131   1.0
0.240 0.422 0.297 0.888   -1.0
0.029 0.712 0.852 0.991   1.0
0.895 0.782 0.553 0.121   1.0
0.434 0.464 0.697 0.130   -1.0
0.123 0.037 0.010 0.162   -1.0
0.007 0.135 0.918 0.804   -1.0
0.239 0.043 0.689 0.536   -1.0
0.482 0.565 0.644 0.333   1.0
0.523 0.228 0.338 0.076   -1.0
0.365 0.510 0.812 0.062   -1.0
0.100 0.185 0.677 0.110   -1.0
0.977 0.117 0.481 0.895   1.0
0.747 0.135 0.964 0.436   1.0
0.896 0.917 0.236 0.540   1.0
0.792 0.062 0.479 0.130   -1.0
0.827 0.495 0.648 0.640   1.0
0.289 0.740 0.742 0.966   1.0
0.088 0.943 0.968 0.569   1.0
0.888 0.317 0.974 0.853   1.0
0.644 0.749 0.670 0.880   1.0
0.920 0.672 0.351 0.399   1.0
0.489 0.226 0.298 0.137   -1.0
0.855 0.426 0.607 0.597   1.0
0.457 0.685 0.335 0.425   -1.0
0.174 0.313 0.571 0.148   -1.0
0.324 0.792 0.914 0.993   1.0
0.203 0.914 0.345 0.553   1.0
0.147 0.042 0.539 0.445   -1.0
0.406 0.300 0.605 0.012   -1.0
0.997 0.469 0.583 0.332   1.0
0.837 0.507 0.207 0.409   -1.0
0.373 0.732 0.447 0.287   -1.0
0.120 0.490 0.639 0.465   -1.0
0.952 0.612 0.085 0.491   1.0
0.264 0.897 0.357 0.869   1.0
0.255 0.866 0.379 0.837   1.0
0.273 0.675 0.705 0.479   1.0
0.359 0.852 0.815 0.807   1.0
0.541 0.927 0.629 0.180   1.0
0.672 0.132 0.004 0.757   -1.0
0.061 0.020 0.520 0.419   -1.0
0.430 0.674 0.755 0.808   1.0
0.953 0.081 0.186 0.658   -1.0
0.269 0.017 0.412 0.084   -1.0
0.552 0.625 0.750 0.180   1.0
0.142 0.852 0.937 0.146   1.0
0.561 0.207 0.629 0.081   -1.0
0.518 0.511 0.300 0.273   -1.0
0.811 0.226 0.400 0.996   1.0
0.960 0.265 0.901 0.373   1.0
0.725 0.924 0.975 0.475   1.0
0.780 0.617 0.957 0.718   1.0
0.566 0.279 0.970 0.195   1.0
0.596 0.713 0.871 0.896   -1.0*
0.190 0.707 0.212 0.590   -1.0
0.096 0.550 0.969 0.997   1.0
0.318 0.722 0.847 0.293   1.0
0.951 0.074 0.813 0.908   1.0
0.576 0.473 0.070 0.546   -1.0
0.430 0.142 0.381 0.300   -1.0
0.367 0.490 0.745 0.580   1.0
0.449 0.676 0.630 0.417   1.0
0.552 0.736 0.394 0.399   1.0
0.591 0.350 0.103 0.404   -1.0
0.894 0.980 0.732 0.964   1.0
0.400 0.394 0.669 0.781   1.0
0.707 0.148 0.185 0.452   -1.0
0.265 0.901 0.404 0.894   1.0
0.076 0.447 0.054 0.471   -1.0
0.082 0.061 0.196 0.185   -1.0
0.454 0.080 0.446 0.186   -1.0
0.972 0.586 0.438 0.641   1.0
0.133 0.348 0.515 0.318   -1.0
0.243 0.582 0.701 0.647   1.0
0.019 0.723 0.923 0.072   -1.0
0.769 0.155 0.255 0.965   1.0
0.721 0.419 0.420 0.166   -1.0
0.464 0.138 0.191 0.902   -1.0
0.558 0.035 0.126 0.073   -1.0
0.926 0.317 0.935 0.627   -1.0*
0.411 0.646 0.687 0.334   1.0
0.881 0.103 0.873 0.136   -1.0
0.214 0.857 0.488 0.633   1.0
0.093 0.097 0.161 0.284   1.0*
0.940 0.842 0.034 0.066   -1.0
0.386 0.992 0.232 0.321   -1.0
0.195 0.732 0.266 0.882   1.0
0.984 0.763 0.170 0.858   1.0
0.238 0.071 0.756 0.726   -1.0
0.779 0.819 0.802 0.940   1.0
0.801 0.879 0.945 0.835   1.0
0.860 0.221 0.937 0.091   1.0
0.557 0.286 0.274 0.822   -1.0
0.340 0.807 0.932 0.510   1.0
0.831 0.748 0.736 0.587   1.0
0.440 0.365 0.293 0.242   -1.0
0.396 0.044 0.184 0.341   -1.0
0.129 0.201 0.100 0.067   -1.0
0.642 0.623 0.578 0.916   1.0
0.747 0.257 0.252 0.679   -1.0
0.917 0.509 0.515 0.652   1.0
0.989 0.093 0.461 0.283   -1.0
0.766 0.679 0.378 0.950   1.0
0.257 0.080 0.221 0.357   -1.0
0.513 0.999 0.770 0.091   1.0
0.215 0.838 0.172 0.468   -1.0
0.939 0.384 0.026 0.454   -1.0
0.123 0.443 0.129 0.584   -1.0
0.464 0.350 0.405 0.842   1.0
0.425 0.099 0.381 0.646   -1.0
0.527 0.159 0.456 0.296   -1.0
0.371 0.512 0.088 0.543   1.0*
0.605 0.482 0.363 0.632   1.0
0.400 0.754 0.378 0.528   1.0
0.104 0.992 0.689 0.508   1.0
0.990 0.933 0.933 0.370   1.0
0.390 0.897 0.738 0.845   1.0
0.988 0.217 0.705 0.076   -1.0
0.684 0.681 0.241 0.047   -1.0
0.177 0.447 0.068 0.555   1.0*
0.406 0.659 0.967 0.095   1.0
0.801 0.085 0.100 0.735   -1.0
0.679 0.124 0.352 0.417   1.0*
0.546 0.404 0.186 0.251   -1.0
0.946 0.935 0.162 0.187   -1.0*
0.475 0.364 0.429 0.543   -1.0
0.404 0.949 0.578 0.371   1.0
0.745 0.172 0.129 0.845   -1.0
0.584 0.524 0.031 0.936   1.0
0.001 0.481 0.346 0.187   -1.0
0.826 0.133 0.667 0.988   1.0
0.649 0.463 0.684 0.077   -1.0
0.603 0.481 0.955 0.181   1.0
0.999 0.925 0.025 0.127   1.0
0.932 0.711 0.295 0.963   1.0
0.236 0.963 0.128 0.582   -1.0
0.860 0.408 0.283 0.527   1.0
0.603 0.175 0.859 0.287   -1.0
0.865 0.890 0.734 0.820   1.0
0.587 0.819 0.996 0.611   1.0
0.767 0.543 0.658 0.061   1.0
0.305 0.297 0.469 0.433   -1.0
0.619 0.293 0.287 0.902   1.0
0.683 0.505 0.995 0.542   1.0
0.248 0.407 0.683 0.982   1.0
0.753 0.569 0.046 0.750   1.0
0.993 0.516 0.723 0.650   1.0
0.229 0.955 0.875 0.698   1.0
0.754 0.317 0.681 0.041   -1.0
0.501 0.724 0.724 0.496   1.0
0.517 0.744 0.674 0.200   1.0
0.901 0.953 0.296 0.948   1.0
0.476 0.940 0.219 0.199   -1.0
0.796 0.428 0.545 0.671   1.0
